Market,Variety,Modal_Price,Commodity_Code,month,year,season,day_of_week
1,1,6190,13,7,2022,1,1
1,1,6200,13,7,2022,1,3
1,1,6077,13,7,2022,1,6
1,1,5282,13,8,2022,0,3
1,1,4820,13,8,2022,0,2
1,1,4830,13,9,2022,0,6
1,1,4775,13,9,2022,0,3
1,1,4905,13,9,2022,0,3
1,1,4815,13,9,2022,0,5
1,1,5106,13,10,2022,2,4
1,1,5155,13,10,2022,2,5
1,1,5600,13,10,2022,2,5
1,1,5475,13,10,2022,2,6
1,1,5440,13,11,2022,2,4
1,1,5400,13,11,2022,2,5
1,1,5460,13,11,2022,2,4
1,1,5395,13,11,2022,2,2
1,1,5200,13,0,2023,5,1
1,1,5170,13,0,2023,5,2
1,1,5186,13,1,2023,5,5
1,1,5175,13,1,2023,5,6
1,1,5197,13,1,2023,5,2
1,1,5301,13,1,2023,5,3
1,1,5267,13,1,2023,5,6
1,1,5190,13,1,2023,5,2
1,1,5132,13,2,2023,3,6
1,1,5096,13,2,2023,3,4
1,1,5100,13,2,2023,3,6
1,1,5240,13,3,2023,3,1
1,1,5185,13,3,2023,3,3
1,1,5105,13,3,2023,3,5
1,1,5001,13,3,2023,3,2
1,1,5013,13,4,2023,4,3
1,1,4974,13,4,2023,4,6
1,1,4935,13,4,2023,4,3
1,1,4913,13,4,2023,4,4
1,1,4905,13,5,2023,4,1
1,1,4893,13,5,2023,4,2
1,1,4941,13,5,2023,4,6
1,1,4905,13,5,2023,4,2
1,1,5085,13,5,2023,4,4
1,1,4975,13,6,2023,1,6
1,1,4929,13,6,2023,1,5
1,1,4895,13,6,2023,1,6
1,1,4901,13,6,2023,1,3
1,1,4895,13,6,2023,1,1
1,1,4848,13,7,2023,1,6
1,1,4885,13,7,2023,1,3
1,1,4848,13,7,2023,1,4
1,1,4879,13,8,2023,0,1
1,1,4805,13,8,2023,0,1
1,1,4606,13,9,2023,0,5
1,1,4415,13,9,2023,0,1
1,1,4255,13,9,2023,0,3
1,1,4342,13,9,2023,0,4
1,1,4511,13,9,2023,0,2
1,1,4650,13,9,2023,0,1
1,1,4753,13,10,2023,2,1
1,1,5177,13,10,2023,2,5
1,1,5118,13,10,2023,2,3
1,1,5035,13,10,2023,2,3
1,1,4785,13,11,2023,2,1
1,1,4701,13,11,2023,2,4
1,1,4705,13,11,2023,2,4
1,1,4675,13,0,2024,5,1
1,1,4590,13,0,2024,5,4
1,1,4628,13,0,2024,5,1
1,1,4638,13,0,2024,5,2
1,1,4648,13,0,2024,5,3
1,1,4676,13,0,2024,5,6
1,1,4347,13,0,2024,5,2
1,1,4496,13,1,2024,5,2
1,1,4420,13,1,2024,5,6
1,1,4486,13,1,2024,5,3
1,1,4498,13,1,2024,5,4
1,1,4512,13,1,2024,5,4
1,1,4485,13,2,2024,3,5
1,1,4459,13,2,2024,3,5
1,1,4440,13,2,2024,3,2
1,1,4500,13,3,2024,3,5
1,1,4506,13,3,2024,3,4
1,1,4571,13,4,2024,4,4
1,1,4445,13,4,2024,4,6
1,1,4459,13,5,2024,4,2
1,1,4471,13,5,2024,4,1
1,1,4477,13,5,2024,4,4
1,1,4456,13,5,2024,4,3
1,1,4525,13,6,2024,1,4
1,1,4345,13,7,2024,1,6
1,1,4387,13,6,2024,1,5
1,1,4315,13,6,2024,1,2
1,1,3725,13,0,2016,5,4
1,1,3720,13,0,2016,5,6
1,1,3700,13,1,2016,5,1
1,1,3860,13,4,2016,4,5
1,1,3801,13,5,2016,4,6
1,1,3805,13,5,2016,4,3
1,1,3702,13,6,2016,1,2
1,1,3605,13,6,2016,1,5
1,1,3484,13,6,2016,1,4
1,1,3500,13,6,2016,1,5
1,1,3382,13,10,2018,2,6
1,1,3331,13,10,2018,2,3
1,1,3573,13,1,2018,5,3
1,1,3732,13,1,2018,5,3
1,1,3583,13,1,2018,5,6
1,1,3610,13,1,2018,5,2
1,1,3718,13,2,2018,3,4
1,1,3644,13,2,2018,3,6
1,1,3650,13,2,2018,3,1
1,1,3694,13,3,2018,3,4
1,1,3681,13,3,2018,3,4
1,1,3685,13,3,2018,3,5
1,1,3608,13,3,2018,3,6
1,1,3475,13,3,2018,3,3
1,1,3477,13,4,2018,4,1
1,1,3550,13,4,2018,4,6
1,1,3571,13,4,2018,4,2
1,1,3582,13,4,2018,4,4
1,1,3409,13,4,2018,4,3
1,1,3305,13,5,2018,4,6
1,1,3417,13,5,2018,4,4
1,1,3480,13,6,2018,1,2
1,1,3420,13,6,2018,1,2
1,1,3420,13,6,2018,1,4
1,1,3405,13,7,2018,1,2
1,1,3395,13,7,2018,1,6
1,1,3403,13,7,2018,1,1
1,1,3328,13,8,2018,0,2
1,1,3175,13,8,2018,0,6
1,1,3121,13,8,2018,0,1
1,1,3100,13,8,2018,0,3
1,1,2903,13,8,2018,0,6
1,1,2775,13,9,2018,0,3
1,1,2712,13,9,2018,0,5
1,1,2959,13,9,2018,0,6
1,1,3118,13,9,2018,0,2
1,1,3025,13,9,2018,0,3
1,1,3243,13,9,2018,0,3
1,1,3395,13,10,2018,2,2
1,1,3372,13,10,2018,2,3
1,1,3377,13,10,2018,2,3
1,1,3521,13,0,2019,5,1
1,1,3675,13,0,2019,5,4
1,1,3697,13,0,2019,5,5
1,1,3655,13,1,2019,5,5
1,1,3650,13,1,2019,5,3
1,1,3659,13,1,2019,5,4
1,1,3668,13,1,2019,5,5
1,1,3645,13,2,2019,3,6
1,1,3604,13,4,2019,4,3
1,1,3634,13,4,2019,4,5
1,1,3616,13,4,2019,4,6
1,1,3637,13,4,2019,4,2
1,1,3600,13,5,2019,4,4
1,1,3640,13,5,2019,4,1
1,1,3593,13,5,2019,4,2
1,1,3575,13,5,2019,4,3
1,1,3578,13,5,2019,4,1
1,1,3588,13,6,2019,1,1
1,1,3561,13,6,2019,1,1
1,1,3566,13,6,2019,1,6
1,1,3587,13,6,2019,1,6
1,1,3951,13,8,2019,0,4
1,1,3296,13,10,2019,2,2
1,1,3235,13,10,2019,2,6
1,1,3265,13,10,2019,2,2
1,1,3360,13,10,2019,2,6
1,1,3401,13,10,2019,2,1
1,1,3513,13,10,2019,2,5
1,1,3615,13,11,2019,2,3
1,1,3635,13,11,2019,2,4
1,1,3952,13,11,2019,2,3
1,1,3939,13,11,2019,2,4
1,1,4170,13,11,2019,2,1
1,1,4195,13,0,2020,5,3
1,1,4190,13,0,2020,5,4
1,1,4033,13,0,2020,5,2
1,1,3965,13,0,2020,5,6
1,1,3975,13,0,2020,5,2
1,1,3875,13,0,2020,5,3
1,1,3780,13,1,2020,5,3
1,1,3791,13,1,2020,5,3
1,1,3630,13,4,2020,4,1
1,1,3625,13,4,2020,4,2
1,1,3601,13,4,2020,4,6
1,1,3603,13,5,2020,4,5
1,1,3595,13,5,2020,4,4
1,1,3588,13,5,2020,4,6
1,1,3445,13,5,2020,4,2
1,1,3637,13,6,2020,1,5
1,1,3445,13,7,2020,1,5
1,1,3704,13,7,2020,1,5
1,1,3718,13,8,2020,0,5
1,1,3733,13,8,2020,0,6
1,1,3325,13,9,2020,0,1
1,1,3750,13,9,2020,0,3
1,1,3625,13,9,2020,0,4
1,1,4074,13,10,2020,2,1
1,1,3813,13,11,2020,2,5
1,1,4065,13,11,2020,2,3
1,1,4055,13,11,2020,2,4
1,1,4065,13,11,2020,2,5
1,1,6700,13,4,2022,4,6
1,1,6840,13,4,2022,4,5
1,1,6610,13,5,2022,4,3
1,1,6654,13,5,2022,4,5
1,1,6680,13,5,2022,4,6
1,1,6481,13,5,2022,4,3
1,1,6540,13,5,2022,4,5
1,1,6275,13,6,2022,1,2
1,1,6302,13,6,2022,1,2
1,1,6333,13,7,2022,1,5
1,1,5309,13,8,2022,0,4
1,1,5114,13,8,2022,0,4
1,1,4862,13,8,2022,0,3
1,1,4840,13,8,2022,0,5
1,1,4845,13,9,2022,0,5
1,1,4925,13,9,2022,0,6
1,1,4760,13,9,2022,0,5
1,1,4830,13,9,2022,0,2
1,1,5050,13,10,2022,2,3
1,1,5338,13,10,2022,2,6
1,1,5536,13,10,2022,2,3
1,1,3800,13,10,2022,2,2
1,1,5703,13,10,2022,2,3
1,1,5537,13,10,2022,2,4
1,1,5365,13,10,2022,2,1
1,1,5342,13,10,2022,2,2
1,1,5400,13,11,2022,2,1
1,1,6200,13,0,2022,5,6
1,1,6150,13,0,2022,5,4
1,1,6183,13,1,2022,5,3
1,1,6501,13,1,2022,5,1
1,1,6464,13,1,2022,5,3
1,1,6492,13,1,2022,5,4
1,1,4246,13,0,2021,5,1
1,1,4232,13,0,2021,5,1
1,1,4093,13,0,2021,5,6
1,1,4470,13,1,2021,5,1
1,1,4672,13,1,2021,5,3
1,1,4925,13,2,2021,3,4
1,1,5520,13,2,2021,3,4
1,1,6168,13,3,2021,3,3
1,1,6776,13,4,2021,4,4
1,1,7103,13,5,2021,4,2
1,1,7000,13,5,2021,4,3
1,1,4950,13,9,2021,0,2
1,1,6457,13,10,2021,2,6
1,1,6066,13,11,2021,2,3
1,1,6303,13,11,2021,2,3
1,1,5375,13,0,2023,5,3
1,1,5196,13,1,2023,5,3
1,1,5188,13,1,2023,5,1
1,1,5205,13,1,2023,5,5
1,1,5129,13,2,2023,3,3
1,1,4963,13,3,2023,3,3
1,1,4967,13,3,2023,3,4
1,1,4928,13,5,2023,4,4
1,1,5035,13,5,2023,4,1
1,1,4895,13,6,2023,1,5
1,1,4890,13,7,2023,1,2
1,1,4825,13,7,2023,1,1
1,1,4872,13,7,2023,1,5
1,1,4800,13,7,2023,1,6
1,1,4936,13,8,2023,0,2
1,1,4625,13,9,2023,0,3
1,1,4425,13,9,2023,0,5
1,1,4487,13,9,2023,0,4
1,1,4575,13,9,2023,0,6
1,1,4611,13,9,2023,0,3
1,1,4626,13,9,2023,0,5
1,1,4641,13,9,2023,0,6
1,1,5184,13,10,2023,2,4
1,1,5088,13,10,2023,2,4
1,1,5096,13,10,2023,2,5
1,1,4810,13,11,2023,2,2
1,1,4900,13,11,2023,2,3
1,1,4790,13,11,2023,2,5
1,1,4797,13,11,2023,2,6
1,1,4700,13,11,2023,2,5
1,1,4525,13,0,2024,5,6
1,1,4440,13,0,2024,5,3
1,1,4486,13,1,2024,5,6
1,1,4535,13,1,2024,5,1
1,1,4400,13,2,2024,3,1
1,1,4425,13,2,2024,3,5
1,1,4425,13,2,2024,3,6
1,1,4476,13,3,2024,3,1
1,1,4648,13,3,2024,3,6
1,1,4565,13,3,2024,3,1
1,1,4500,13,3,2024,3,5
1,1,4490,13,3,2024,3,6
1,1,4625,13,0,2024,5,4
1,1,4431,13,0,2024,5,1
1,1,4507,13,1,2024,5,4
1,1,4512,13,1,2024,5,2
1,1,4468,13,5,2024,4,3
1,1,4508,13,5,2024,4,6
1,1,4450,13,5,2024,4,2
1,1,4555,13,4,2024,4,2
1,1,4501,13,4,2024,4,5
1,1,4295,13,7,2024,1,4
1,1,4426,13,6,2024,1,2
2,1,3341,13,0,2015,5,5
2,1,3361,13,0,2015,5,3
2,1,3251,13,0,2015,5,7
2,1,3330,13,0,2015,5,1
2,1,3250,13,0,2015,5,3
2,1,3201,13,0,2015,5,7
2,1,3231,13,0,2015,5,5
2,1,3301,13,1,2015,5,7
2,1,3301,13,1,2015,5,1
2,1,3301,13,1,2015,5,5
2,1,3261,13,1,2015,5,3
2,1,3251,13,2,2015,3,2
2,1,3240,13,2,2015,3,3
2,1,3241,13,2,2015,3,1
2,1,3240,13,2,2015,3,5
2,1,3231,13,2,2015,3,7
2,1,3251,13,2,2015,3,1
2,1,3231,13,2,2015,3,3
2,1,3251,13,3,2015,3,4
2,1,3431,13,3,2015,3,7
2,1,3551,13,3,2015,3,4
2,1,3601,13,3,2015,3,2
2,1,3651,13,3,2015,3,3
2,1,3901,13,3,2015,3,2
2,1,4101,13,4,2015,4,7
2,1,3851,13,4,2015,4,4
2,1,3781,13,5,2015,4,5
2,1,3581,13,5,2015,4,4
2,1,3575,13,5,2015,4,5
2,1,3501,13,5,2015,4,4
2,1,3441,13,5,2015,4,1
2,1,3431,13,5,2015,4,5
2,1,3501,13,6,2015,1,1
2,1,3361,13,6,2015,1,7
2,1,3331,13,6,2015,1,4
2,1,3311,13,7,2015,1,4
2,1,3315,13,7,2015,1,5
2,1,3371,13,8,2015,0,2
2,1,3411,13,8,2015,0,7
2,1,3341,13,8,2015,0,3
2,1,3351,13,8,2015,0,4
2,1,3281,13,8,2015,0,2
2,1,3751,13,10,2015,2,5
2,1,3751,13,10,2015,2,2
2,1,3751,13,11,2015,2,2
2,1,3701,13,11,2015,2,3
2,1,3701,13,11,2015,2,4
2,1,3601,13,11,2015,2,5
2,1,3681,13,11,2015,2,2
2,1,3675,13,11,2015,2,2
2,1,4001,13,5,2014,4,1
2,1,4000,13,5,2014,4,2
2,1,3501,13,5,2014,4,3
2,1,3801,13,5,2014,4,1
2,1,3651,13,5,2014,4,3
2,1,4151,13,6,2014,1,4
2,1,4051,13,6,2014,1,7
2,1,4151,13,6,2014,1,4
2,1,3801,13,7,2014,1,7
2,1,3751,13,7,2014,1,5
2,1,3451,13,8,2014,0,4
2,1,3151,13,8,2014,0,5
2,1,3301,13,8,2014,0,7
2,1,3175,13,8,2014,0,2
2,1,3201,13,8,2014,0,5
2,1,3201,13,8,2014,0,2
2,1,3121,13,9,2014,0,2
2,1,3151,13,9,2014,0,4
2,1,3051,13,9,2014,0,5
2,1,3100,13,9,2014,0,5
2,1,3201,13,9,2014,0,2
2,1,3376,13,10,2014,2,2
2,1,3401,13,10,2014,2,7
2,1,3301,13,10,2014,2,5
2,1,3411,13,10,2014,2,7
2,1,3401,13,10,2014,2,2
2,1,3290,13,11,2014,2,7
2,1,3401,13,11,2014,2,7
2,1,3020,13,0,2018,5,7
2,1,3049,13,0,2018,5,2
2,1,3497,13,1,2018,5,1
2,1,3275,13,1,2018,5,2
2,1,3528,13,4,2018,4,4
2,1,3557,13,4,2018,4,7
2,1,3670,13,4,2018,4,3
2,1,3280,13,7,2018,1,7
2,1,3074,13,8,2018,0,4
2,1,2980,13,9,2018,0,7
2,1,3170,13,9,2018,0,5
2,1,3258,13,9,2018,0,2
2,1,3407,13,10,2018,2,4
2,1,3421,13,10,2018,2,4
2,1,3363,13,10,2018,2,5
2,1,3311,13,11,2018,2,7
2,1,3282,13,11,2018,2,7
2,1,3340,13,11,2018,2,4
2,1,3305,13,11,2018,2,5
2,1,3751,13,0,2016,5,7
2,1,3751,13,0,2016,5,7
2,1,3701,13,0,2016,5,1
2,1,3751,13,0,2016,5,4
2,1,3711,13,1,2016,5,3
2,1,3751,13,1,2016,5,2
2,1,3701,13,1,2016,5,7
2,1,3611,13,2,2016,3,5
2,1,3781,13,2,2016,3,7
2,1,3755,13,2,2016,3,1
2,1,3600,13,2,2016,3,3
2,1,3761,13,2,2016,3,5
2,1,4011,13,3,2016,3,1
2,1,3851,13,4,2016,4,2
2,1,4001,13,4,2016,4,4
2,1,3951,13,4,2016,4,7
2,1,3860,13,4,2016,4,4
2,1,3901,13,4,2016,4,1
2,1,3951,13,4,2016,4,5
2,1,3751,13,5,2016,4,3
2,1,3701,13,5,2016,4,2
2,1,3780,13,5,2016,4,3
2,1,3801,13,5,2016,4,3
2,1,3701,13,5,2016,4,4
2,1,3311,13,8,2016,0,2
2,1,3351,13,8,2016,0,7
2,1,2651,13,10,2016,2,2
2,1,2751,13,10,2016,2,7
2,1,2652,13,11,2016,2,3
2,1,2701,13,11,2016,2,7
2,1,2751,13,11,2016,2,5
2,1,2651,13,11,2016,2,1
2,1,2751,13,0,2017,5,1
2,1,2775,13,0,2017,5,2
2,1,2751,13,0,2017,5,4
2,1,2731,13,0,2017,5,7
2,1,2701,13,0,2017,5,1
2,1,2751,13,0,2017,5,2
2,1,2681,13,2,2017,3,5
2,1,2701,13,3,2017,3,3
2,1,2711,13,3,2017,3,7
2,1,2851,13,3,2017,3,4
2,1,2751,13,4,2017,4,3
2,1,2792,13,4,2017,4,7
2,1,2761,13,4,2017,4,7
2,1,2620,13,4,2017,4,1
2,1,2634,13,6,2017,1,4
2,1,2894,13,8,2017,0,3
2,1,2480,13,10,2017,2,1
2,1,2740,13,11,2017,2,5
2,1,2861,13,11,2017,2,1
2,1,2859,13,11,2017,2,2
2,1,2882,13,11,2017,2,5
2,1,4011,13,0,2020,5,7
2,1,3790,13,0,2020,5,1
2,1,3881,13,0,2020,5,5
2,1,3905,13,1,2020,5,3
2,1,3579,13,2,2020,3,7
2,1,3381,13,2,2020,3,3
2,1,3372,13,2,2020,3,5
2,1,3709,13,4,2020,4,5
2,1,3628,13,4,2020,4,3
2,1,3606,13,5,2020,4,2
2,1,3597,13,5,2020,4,3
2,1,3693,13,6,2020,1,5
2,1,3553,13,7,2020,1,2
2,1,3701,13,7,2020,1,5
2,1,3625,13,8,2020,0,2
2,1,3597,13,8,2020,0,3
2,1,3706,13,8,2020,0,2
2,1,3908,13,10,2020,2,1
2,1,4080,13,11,2020,2,5
2,1,4170,13,11,2020,2,4
2,1,4166,13,11,2020,2,5
2,1,3456,13,0,2019,5,7
2,1,3543,13,0,2019,5,1
2,1,3612,13,2,2019,3,7
2,1,3614,13,2,2019,3,1
2,1,3640,13,2,2019,3,3
2,1,3699,13,2,2019,3,7
2,1,3701,13,2,2019,3,3
2,1,3695,13,3,2019,3,4
2,1,3665,13,4,2019,4,2
2,1,3673,13,4,2019,4,3
2,1,3597,13,5,2019,4,2
2,1,3620,13,5,2019,4,4
2,1,3636,13,5,2019,4,5
2,1,3611,13,6,2019,1,3
2,1,3572,13,7,2019,1,4
2,1,3648,13,7,2019,1,7
2,1,3701,13,7,2019,1,2
2,1,3729,13,8,2019,0,1
2,1,3066,13,9,2019,0,3
2,1,3442,13,10,2019,2,1
2,1,3412,13,10,2019,2,1
2,1,3476,13,10,2019,2,3
2,1,3390,13,10,2019,2,4
2,1,3472,13,10,2019,2,4
2,1,3581,13,11,2019,2,3
2,1,3832,13,11,2019,2,2
2,1,3993,13,11,2019,2,4
2,1,6469,13,0,2022,5,3
2,1,6202,13,0,2022,5,7
2,1,6380,13,1,2022,5,4
2,1,7019,13,4,2022,4,4
2,1,7102,13,4,2022,4,1
2,1,6844,13,4,2022,4,4
2,1,6969,13,4,2022,4,5
2,1,6908,13,4,2022,4,7
2,1,6880,13,4,2022,4,2
2,1,6657,13,4,2022,4,3
2,1,6681,13,4,2022,4,7
2,1,6643,13,4,2022,4,2
2,1,6813,13,5,2022,4,5
2,1,6584,13,5,2022,4,4
2,1,6445,13,6,2022,1,2
2,1,6274,13,6,2022,1,1
2,1,6380,13,6,2022,1,3
2,1,6488,13,6,2022,1,4
2,1,5346,13,8,2022,0,3
2,1,5261,13,8,2022,0,4
2,1,5452,13,8,2022,0,3
2,1,5288,13,8,2022,0,7
2,1,5262,13,10,2022,2,3
2,1,5696,13,10,2022,2,7
2,1,5643,13,10,2022,2,4
2,1,5410,13,11,2022,2,5
2,1,5411,13,11,2022,2,1
2,1,5420,13,11,2022,2,3
2,1,5465,13,11,2022,2,4
2,1,5560,13,11,2022,2,7
2,1,5572,13,11,2022,2,2
2,1,4413,13,0,2021,5,7
2,1,4816,13,1,2021,5,7
2,1,4922,13,1,2021,5,3
2,1,5054,13,1,2021,5,4
2,1,7077,13,4,2021,4,7
2,1,6925,13,4,2021,4,1
2,1,6926,13,5,2021,4,4
2,1,4801,13,9,2021,0,2
2,1,5103,13,10,2021,2,1
2,1,5113,13,10,2021,2,2
2,1,5302,13,10,2021,2,4
2,1,5458,13,10,2021,2,7
2,1,6676,13,10,2021,2,5
2,1,6595,13,11,2021,2,5
2,1,6545,13,11,2021,2,4
2,1,6242,13,11,2021,2,4
2,1,6455,13,11,2021,2,2
2,1,5332,13,0,2023,5,5
2,1,5251,13,1,2023,5,7
2,1,5318,13,1,2023,5,3
2,1,5351,13,3,2023,3,3
2,1,5281,13,3,2023,3,5
2,1,5061,13,3,2023,3,7
2,1,5173,13,4,2023,4,3
2,1,5112,13,4,2023,4,4
2,1,5022,13,4,2023,4,2
2,1,4886,13,4,2023,4,1
2,1,4978,13,4,2023,4,2
2,1,4934,13,5,2023,4,5
2,1,5014,13,5,2023,4,1
2,1,5029,13,5,2023,4,5
2,1,5111,13,6,2023,1,2
2,1,4891,13,6,2023,1,7
2,1,4926,13,6,2023,1,2
2,1,4902,13,6,2023,1,3
2,1,4937,13,6,2023,1,7
2,1,4991,13,6,2023,1,1
2,1,4903,13,7,2023,1,3
2,1,4915,13,7,2023,1,7
2,1,4942,13,7,2023,1,1
2,1,4820,13,7,2023,1,2
2,1,4980,13,8,2023,0,2
2,1,4869,13,8,2023,0,4
2,1,4803,13,8,2023,0,2
2,1,4880,13,8,2023,0,5
2,1,4699,13,9,2023,0,7
2,1,4651,13,9,2023,0,2
2,1,4554,13,9,2023,0,5
2,1,4473,13,9,2023,0,4
2,1,4853,13,10,2023,2,1
2,1,5103,13,10,2023,2,1
2,1,5126,13,10,2023,2,2
2,1,5044,13,11,2023,2,5
2,1,4700,13,0,2024,5,2
2,1,4599,13,1,2024,5,7
2,1,4592,13,1,2024,5,7
2,1,4558,13,1,2024,5,2
2,1,4699,13,0,2024,5,3
2,1,4603,13,1,2024,5,1
2,1,4486,13,1,2024,5,5
2,1,4596,13,1,2024,5,3
2,1,4540,13,2,2024,3,5
2,1,4481,13,2,2024,3,2
2,1,4582,13,2,2024,3,4
2,1,4569,13,2,2024,3,1
2,1,4664,13,3,2024,3,3
2,1,4597,13,4,2024,4,1
2,1,4502,13,5,2024,4,3
2,1,4513,13,5,2024,4,2
2,1,4474,13,5,2024,4,3
2,1,4351,13,7,2024,1,2
2,1,3751,13,0,2016,5,4
2,1,3552,13,0,2016,5,5
2,1,3781,13,0,2016,5,3
2,1,3711,13,1,2016,5,2
2,1,3751,13,1,2016,5,7
2,1,3751,13,1,2016,5,7
2,1,3621,13,1,2016,5,1
2,1,3700,13,1,2016,5,3
2,1,3601,13,1,2016,5,5
2,1,3651,13,2,2016,3,2
2,1,3671,13,2,2016,3,2
2,1,3651,13,2,2016,3,4
2,1,4001,13,3,2016,3,2
2,1,4001,13,3,2016,3,5
2,1,4070,13,3,2016,3,1
2,1,4075,13,3,2016,3,3
2,1,3951,13,4,2016,4,2
2,1,4001,13,4,2016,4,3
2,1,3801,13,4,2016,4,3
2,1,3951,13,4,2016,4,4
2,1,3901,13,5,2016,4,4
2,1,3721,13,5,2016,4,1
2,1,3721,13,5,2016,4,2
2,1,3751,13,5,2016,4,3
2,1,3701,13,6,2016,1,7
2,1,3711,13,6,2016,1,2
2,1,3451,13,7,2016,1,1
2,1,3575,13,7,2016,1,3
2,1,3401,13,7,2016,1,4
2,1,2701,13,10,2016,2,5
2,1,2701,13,10,2016,2,1
2,1,2651,13,10,2016,2,2
2,1,2751,13,11,2016,2,4
2,1,2701,13,11,2016,2,5
2,1,2652,13,11,2016,2,2
2,1,2651,13,11,2016,2,5
2,1,2581,13,11,2016,2,2
2,1,3401,13,0,2015,5,7
2,1,3371,13,0,2015,5,1
2,1,3320,13,0,2015,5,3
2,1,3231,13,0,2015,5,4
2,1,3311,13,1,2015,5,2
2,1,3275,13,1,2015,5,5
2,1,3275,13,1,2015,5,7
2,1,3241,13,2,2015,3,2
2,1,3251,13,2,2015,3,7
2,1,3241,13,2,2015,3,4
2,1,3241,13,2,2015,3,1
2,1,3451,13,3,2015,3,1
2,1,3551,13,3,2015,3,7
2,1,3801,13,3,2015,3,4
2,1,4051,13,4,2015,4,5
2,1,3911,13,4,2015,4,2
2,1,3701,13,5,2015,4,7
2,1,3601,13,6,2015,1,3
2,1,3511,13,6,2015,1,4
2,1,3401,13,6,2015,1,3
2,1,3251,13,7,2015,1,7
2,1,3331,13,7,2015,1,7
2,1,3311,13,7,2015,1,2
2,1,3275,13,7,2015,1,3
2,1,3401,13,8,2015,0,1
2,1,3390,13,8,2015,0,2
2,1,3351,13,8,2015,0,7
2,1,3251,13,8,2015,0,3
2,1,3701,13,10,2015,2,7
2,1,3701,13,10,2015,2,1
2,1,3801,13,10,2015,2,3
2,1,3775,13,10,2015,2,1
2,1,3771,13,10,2015,2,1
2,1,3701,13,11,2015,2,7
2,1,3701,13,11,2015,2,1
2,1,3681,13,11,2015,2,3
2,1,3601,13,11,2015,2,7
2,1,3601,13,11,2015,2,1
2,1,3701,13,11,2015,2,1
2,1,3701,13,0,2016,5,7
2,1,3651,13,0,2016,5,7
2,1,3681,13,0,2016,5,2
2,1,2780,13,0,2017,5,7
2,1,2731,13,0,2017,5,5
2,1,2781,13,0,2017,5,1
2,1,2775,13,0,2017,5,3
2,1,2680,13,1,2017,5,3
2,1,2701,13,1,2017,5,4
2,1,2701,13,1,2017,5,2
2,1,2701,13,2,2017,3,4
2,1,2711,13,2,2017,3,7
2,1,2661,13,3,2017,3,1
2,1,2709,13,6,2017,1,5
2,1,2640,13,8,2017,0,5
2,1,2558,13,9,2017,0,1
2,1,2895,13,11,2017,2,2
2,1,3099,13,0,2018,5,3
2,1,3621,13,0,2018,5,1
2,1,3643,13,3,2018,3,7
2,1,3466,13,4,2018,4,3
2,1,3505,13,4,2018,4,5
2,1,3500,13,6,2018,1,3
2,1,3358,13,7,2018,1,2
2,1,3200,13,8,2018,0,2
2,1,3068,13,8,2018,0,1
2,1,3017,13,9,2018,0,4
2,1,3118,13,9,2018,0,7
2,1,3166,13,9,2018,0,7
2,1,3195,13,9,2018,0,1
2,1,3338,13,10,2018,2,7
2,1,3399,13,10,2018,2,7
2,1,3412,13,10,2018,2,3
2,1,4051,13,5,2014,4,7
2,1,4001,13,5,2014,4,3
2,1,4001,13,6,2014,1,1
2,1,4151,13,6,2014,1,7
2,1,4030,13,6,2014,1,3
2,1,4151,13,6,2014,1,4
2,1,4251,13,6,2014,1,7
2,1,4241,13,6,2014,1,2
2,1,3951,13,6,2014,1,4
2,1,3851,13,7,2014,1,4
2,1,3601,13,7,2014,1,7
2,1,3321,13,8,2014,0,4
2,1,3050,13,9,2014,0,3
2,1,3061,13,9,2014,0,7
2,1,2851,13,9,2014,0,1
2,1,3225,13,9,2014,0,7
2,1,3351,13,9,2014,0,3
2,1,3401,13,10,2014,2,1
2,1,3301,13,10,2014,2,7
2,1,3301,13,10,2014,2,3
2,1,3270,13,11,2014,2,2
2,1,3271,13,11,2014,2,3
2,1,3311,13,11,2014,2,1
2,1,3301,13,11,2014,2,2
2,1,3311,13,11,2014,2,3
2,1,3709,13,0,2019,5,3
2,1,3646,13,2,2019,3,2
2,1,3661,13,2,2019,3,4
2,1,3696,13,4,2019,4,5
2,1,3606,13,5,2019,4,4
2,1,3630,13,6,2019,1,1
2,1,3575,13,6,2019,1,7
2,1,3652,13,8,2019,0,2
2,1,3832,13,9,2019,0,2
2,1,3785,13,9,2019,0,4
2,1,3632,13,11,2019,2,2
2,1,3674,13,11,2019,2,4
2,1,3820,13,11,2019,2,1
2,1,3945,13,11,2019,2,5
2,1,3888,13,11,2019,2,1
2,1,4039,13,11,2019,2,1
2,1,4124,13,11,2019,2,4
2,1,5483,13,0,2023,5,4
2,1,5321,13,1,2023,5,1
2,1,5370,13,1,2023,5,7
2,1,5394,13,1,2023,5,2
2,1,5364,13,3,2023,3,1
2,1,4874,13,3,2023,3,2
2,1,5266,13,3,2023,3,1
2,1,5225,13,3,2023,3,3
2,1,5062,13,4,2023,4,2
2,1,5197,13,4,2023,4,2
2,1,4950,13,5,2023,4,7
2,1,5017,13,5,2023,4,3
2,1,5008,13,5,2023,4,4
2,1,5011,13,5,2023,4,5
2,1,5041,13,6,2023,1,3
2,1,5022,13,6,2023,1,3
2,1,4981,13,6,2023,1,4
2,1,4899,13,6,2023,1,4
2,1,4954,13,7,2023,1,4
2,1,4969,13,7,2023,1,1
